domain,nn_mod,nn_asp,query_mod,query_asp,q_reviews_id,question_subj_level,ques_subj_score,is_ques_subjective,review_id,id,title,context,question,answers.text,answers.answer_start,answers.answer_subj_level,answers.ans_subj_score,answers.is_ans_subjective
electronics,powerful,bass,crisp,high,f05234c6c210e0ac58848cfff8dc948b,2,0.4,False,254bdd97e548e661fe221e2cda25994a,cb2c1901becf25ca295f185628d0a087,B004S7Q8CA,"The bass is super strong and powerful without distorting the sound, the cable is wide and that's good for me because it somehow guaranteed to be durable, besides the frequency, the impedance and sensitivity with which warrants have come in the category of the best headphones on the market.I own theSony MDR-V700DJ DJ-Style Monitor Series Headphonesand for me that are the best headphones in the world but these are not far behind, are very very good almost as perfect as the Sony mdr-v700.",How do the highs sound with this headphone?,['are very very good'],[432],[2],[0.78],[ True]
electronics,much well,quality,poor,quality,d3bc99aeec50be589cd3bbfac843b37b,1,0.5,False,0509ccd94a12a08ca2a96819ae34db18,d17e52e3c722f5ebd313de5c65df276a,B003ELYQGG,My son purchased these because his last pair of apple earbuds and the Philips were terrible.  He decided on these in-ear headphones and loves them.  He says the sound quality is great and so much better than the apple and the Philips.  He said that he had to get use to the in-ear but he got use to them really fast.  Highly recommend and will buy again.,Does the quality live up to the expectation?,[],[],[],[],[]
electronics,slim,profile,small,compartment,c08c8ec1e0e787ad8b8384c7c2376763,1,0.0,False,a6af848dc77bac5b7cce660fa4068019,9e146d4342a834eb417950e74ec1df0a,B000VW6KXS,"Really love this backpack from Kata. Previously, I only had experience with chain store backpacks but the DR-467 is a cut above. It has tons of features, superb build quality, and excellent padding. Exterior is somewhat anonymous however this is a plus for me as I sometimes travel through dodgy areas and need a backpack that doesn't attract unwanted attention.It is compact, reasonably light-weight and has a slim profile. The bright yellow interior lining is very helpful for finding gear in low light. Has lots of pockets for organization. Laptop section fits my 17"" just fine. Back padding is a little stiff. Lower gear compartment is attached by Velcro and can be completely pulled out. Compact size is not suitable for giant gear or very long lenses but medium zoom and primes should be fine. Top compartment is very roomy and has a slot to poke mp3 player headphones through.Straps are very comfy. Zippers have smooth travel. Reflective cloth is embedded in zippers and straps. Rain cover is a nice plus as is zip out drink holder. The only complaint I have is no tripod holder and would like a dedicated keychain hook. My Slik 340EZ tripod fits in the laptop compartment so it's no biggie.  This compact bag exudes quality and would recommend to anyone.",How is the compartment?,['Lower gear compartment is attached by Velcro and can be completely pulled out'],[614],[1],[0.4],[False]
electronics,sleek,keyboard,solid,key,55576d11e04159c488107b442aaff880,1,0.0,False,74ae92c2bbeb9511fce8ddb5a4b9411b,73e8277fbf438a7ade8f720ddf8a4f47,B003VAGXWK,"I was reluctant to try a wireless keyboard, but due to a wire-chomping kitty, decided it was best to go wireless. I'm so glad I did. This keyboard is sleek and stylish. It has a great feel under my fingertips. I was concerned that a wireless keyboard would be &#34;buggy&#34; and not be efficient, but this keyboard is as good as any corded keyboard. It charges easily via USB port and holds a charge for about ten days. The illuminated keys are helpful, if, like me, your eyes aren't as young as they once were. I already had the logitech unifying plug that plugs into my computer for my mouse and touchpad. I turned the keyboard on and the Logitech plug recognized it right away. I highly recommend this keyboard.",How are the keys of the  keyboard?,['The illuminated keys are helpful' 'This keyboard is sleek and stylish'],[421 133],[1 1],[0. 0.],[False False]
electronics,clear,line,good,setup,7e39f56ac21e8c2d1ef911e73160392c,4,0.0,False,917999bb5a3dd00d34af08bed8a28693,1717cb80826d320f11cad3b4d8183a3f,B004T9RR6I,"I picked this router because it was either this or Netgear or D-Link (both of which I've had my fair share of gripes using).  It's pretty simple to connect to your modem.  The range is somewhat acceptable, however, I've found through speedtests that the WiFi strength is sporatic.  It's as if it'll go in intervals of very fast to fast (but rarely slow).PROS: Cheap, does the trick, slim enough to hide behind closed doors.CONS: Hooking it up to your modem can be tricky. The CD helps.UPDATE - 4/08/2013: This router made me think of that old saying: ""You get what you pay for."" The Wifi signal eventually got worse for me and this router.  It didn't matter which channel I flipped it to or where I placed it in my home.  It got to the point where if I didn't have a clear line of sight of the router, I was bound to lose signal.  The only time I got decent Wifi speeds was if I was standing right in front of the routeI eventually returned this item and got a higher end router and my Wifi signal and reach woes disappeared in my home.  This router is great if you want a decent Wifi signal in a small studio apartment. But if you have a small home or bigger, you're either going to have to resort to powerline adapters and/or range extenders to make this router worth the effort.  I bypassed all that and got a Netgear WNDR3700 instead.",How is the setup?,[],[],[],[],[]
electronics,fast,transfer speed,good,capacity,ed5de61f0276900e37883a4311e65a0e,1,0.0,False,b9dc729648340c237e8543e8d10f7c60,bcbf3096411b22e8c3f92d4364841b94,B005FYNSPK,"These are good USB flash drives in a very small size. Convenient to use in my laptop. I can leave (very small) flash drive plugged in when traveling or just while moving about without worry of accidentally breaking it or it becoming dislodged.These don't have the fastest transfer speeds but transfer a large amount of data reasonably fast considering their larger capacity. The lanyard is a bit small and difficult to thread so, I don't use it...I use a multi-card/drive case. Still, overall, I'm happy with these nice small flash drives.FYI: These drives comes with SanDisk Secure Access software capable of encrypting and password protecting your data.",How is the capacity?,"['fast considering their larger capacity'
 'transfer a large amount of data reasonably fast considering their larger capacity']",[335 292],[1 1],[0.55 0.55],[ True  True]
electronics,easy to use,keyboard,removable,keyboard,e7967ad5be0658b4acfca1118f6af1ab,1,0.0,False,e856d7e5351e3385b5d75f06562e905b,7efc5e7ffaa79f53cc50f76a44f9f88e,B00HPM1G8Q,"Edit 4/21/14. I finally caved and purchased a Fire HDX to use with this keyboard. Absolutely love it and the case. The case has openings for the on/off and volume buttons, as well as the camera lens. The Fire stays nicely propped on the pillow on my lap and the keyboard is very easy to use, with the added plus of less hands on the screen itself = less build up needing to be wiped off. Especially after buttered popcorn...That was something that I feared, having last year's model - nothing being marketed now fits my Fire. I was sure I studied the product page carefully prior to selecting it as a vine option, and I didn't see anywhere that said *Kindle HDs will not fit this case* (I do so appreciate those manufacturers who do that), so I decided to give this a go.OK, so bummer my Fire is too big to fit in the nifty little holder (pouts). But...the keyboard still works great, I just use it as a separate piece in my lap with the Fire on the other side. The keys are very easy to strike, as opposed to how hard I have to bang on the keys on the Acer laptop to make sure I don't miss letters and have to backtrack. That said, this doesn't quite replace the typing experience from a *real* keyboard and sitting at the desktop - but then I'm from the old school of proper typing on a proper typewriter (ya'll remember IBM Selectrics?). As nice as this keyboard is, you're just not going to get the speed you're used to and using the ASDF JKL; they used to teach in school - and definitely not trying to work the keyboard on your lap whilst trying to type with both hands like I was taught. Very handy for quick comments on FB or Goodreads, etc., I like it a lot more than the Fire virtual keyboard.As for setup and the too-brief instructions, I charged the keyboard but then felt completely lost on item #2 to turn on Bluetooth. Silly me, I didn't realize that was something I had to turn on on the Fire and not a switch on the keyboard that I couldn't find. Thank goodness for Google, which led me to a very helpful video that told me where to go to get that turned on.",How is the keyboard?,['the keyboard is very easy to use' 'the keyboard is very easy to use'],[258 258],[1 1],[1. 1.],[ True  True]
electronics,crisp,music,crisp,quality,5bb8f04794349588784829d6a756de94,4,0.0,False,d8f01011a13949c14bfa0e5c55ff79dc,c86f30c423226bddc1f15eac44384a9a,B000065BP9,These things are amazing. The sound is absolutely mind blowing. Playing games wearing these really put you in the game. Music is crisp and clear and base can be felt in your bones. One of my favorite things about them though is that you really have no bleed out from the headphones. If you keep them at a moderate volume no one else can hear what you are listening to. They are very durable and I now own three pairs for various locations. The cord can be a bit long but if you play guitar (or other instrument) you can sling it around your back and run it past the back of the equipment to keep the cable out of the way.,How is the quality on the audio?,"['absolutely mind blowing'
 'Music is crisp and clear and base can be felt in your bones']",[ 39 120],[4 4],[0.9 0.9],[ True  True]
electronics,defective,card,cheap,card,9a2a0a466e291a34c886a9d0aee77410,1,0.0,False,55312c364fbf1ec01551562d1e05e8b3,6ba9371605ad5793cc1efe7c90e0265d,B002WE6D44,I needed a new flash card for my Nikon D90 SLR to replace the 2 GB class 4 card I had been using.  I purchased this card wondering if the higher speed (class 10) would be compatible with my camera.  I thought the price was right and Transcend makes good products so I wasn't worried the card would be defective.  When it arrived I loaded it into my D90 and it worked perfectly and now I have tons of fine-def photo capacity (17k).  One problem though I noticed it would not load on my cheap card-reader but worked perfectly when directly plugged into my iMAC.  I am very satisfied.,What is the function of the card?,[],[],[],[],[]
electronics,solid,base,sturdy,base,aaf89f8c7b6d124e500fd08ae92fa34e,1,1.0,True,deaed0d9660dc576553e2b6595606b7c,b85fe527191ae4be6d97e4e7b5c04323,B00906HNZU,"I love quality displays. I really do. While I don't get into the realm of the insanely expensive professional monitors, I really appreciate a good IPS/PLS monitor. And here's another one.Surprisingly, getting the monitor out of the box wasn't as easy as I'd have hoped. The stem of the monitor (the part that attaches to the stand) is sort of wedged (gently!) against a piece of foam, so it took a little bit of wiggling to get the screen out. If you have someone to help, this would go much more easily!Putting the monitor on the stand took just a few seconds. It hand-screws in, and has a very solid base. It's also an extremely ugly, huge base, and absolutely my one major gripe with the monitor.But let's focus on the good stuff first:For reference, this was tested on a 2011 MacBook Air via mini-Displayport to Displayport (2560x1440), and with a Google Chromecast via HDMI (1920x1080).1.) Pre-calibrated out of the box. Given that my screen came with a specific-to-this-serial-number piece of paper documenting the factory calibration, I was extremely impressed with the output.2.) The controls on the bottom right of the screen are touch sensitive. Normally I'm not a fan of such buttons, but these are without a doubt the most responsive touch-buttons I've used on a monitor. Really good stuff.3.) The screen isn't matte, and it isn't glossy. It's a really excellent combination of the two, cutting down on the glare of a glossy display, while maintaining those rich colors and good contrast.4.) Viewing angles, like many/most IPS panels, is truly excellent.5.) Able to rotate the screen 90 degrees, and it does line up perfectly straight when locked into that 90-degree position. Also, the height adjustment is superb, with plenty of height for me, and I'm 6'5"".6.) No dead/stuck pixels on the monitor I received. Good!7.) No PWM-dimming flicker (if you're sensitive to this, you'll be glad to know!), and no buzzing or other untoward noises from the display at any brightness.8.) While certainly not specifically a gaming monitor, it definitely holds its own. My gaming monitor of choice is myEIZO Foris FS2333-BK 23-Inch Screen LCD Monitor, but if you want something bigger without the viewing-angle deficiencies of TN panels, this would not be a bad choice for the less hardcore PC gamers among you. I wouldn't recommend it for 1080p gaming since the scaling to 1440p can be quite ugly.9.) You can turn off the blue power LED when the monitor is in use, from the Settings menu. I really don't like unnecessary LEDs, so this is something I immediately looked for and was glad to find.And now, the cons:1.) The base of the stand is horrible. I'm not sure what Viewsonic were thinking, but surely somebody could have come up with something a little less of an eyesore. I'll be mounting the screen on a VESA mount (100x100), but still - ouch! So ugly, and it takes up a huge amount of room on the desk for no apparent reason.2.) The brightness is set far, far too high out of the box (maxed out). All this did was draw attention to a little light bleed on the left of my particular display, only view-able on a completely black image. After the brightness was turned down to a less eye-searing level, this was (mostly) gone.Overall, though, this is a top-notch monitor, and highly recommended.5 stars out of 5.",How is the base?,['has a very solid base' 'a very solid base'],[585 589],[1 1],[0.565 0.565],[ True  True]
